op1	operation	op2	result	correct	dev	label	subject	Weight	Nested	Procedure
6	+	9	13	0	-2	6 + 9 = 13	77	1		TrialProc
5	-	9	-4	1	0	5 - 9 = -4	78	1		TrialProc
6	+	2	7	0	-1	6 + 2 = 7	78	1		TrialProc
9	-	5	4	1	0	9 - 5 = 4	78	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	78	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	78	1		TrialProc
7	-	5	0	0	-2	7 - 5 = 0	78	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	78	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	78	1		TrialProc
5	-	5	-2	0	-2	5 - 5 = -2	78	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	78	1		TrialProc
3	-	7	-4	1	0	3 - 7 = -4	78	1		TrialProc
7	-	2	3	0	-2	7 - 2 = 3	78	1		TrialProc
8	+	4	10	0	-2	8 + 4 = 10	78	1		TrialProc
4	-	5	-2	0	-1	4 - 5 = -2	78	1		TrialProc
9	-	4	3	0	-2	9 - 4 = 3	78	1		TrialProc
4	+	9	13	1	0	4 + 9 = 13	78	1		TrialProc
3	+	5	7	0	-1	3 + 5 = 7	78	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	78	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	78	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	78	1		TrialProc
8	-	6	0	0	-2	8 - 6 = 0	78	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	78	1		TrialProc
9	+	2	11	1	0	9 + 2 = 11	78	1		TrialProc
3	+	8	9	0	-2	3 + 8 = 9	78	1		TrialProc
7	+	3	8	0	-2	7 + 3 = 8	78	1		TrialProc
8	-	9	-2	0	-1	8 - 9 = -2	78	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	78	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	78	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	78	1		TrialProc
9	-	4	3	0	-2	9 - 4 = 3	78	1		TrialProc
9	-	7	2	1	0	9 - 7 = 2	78	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	78	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	78	1		TrialProc
2	-	7	-7	0	-2	2 - 7 = -7	78	1		TrialProc
5	+	6	10	0	-1	5 + 6 = 10	78	1		TrialProc
3	+	5	7	0	-1	3 + 5 = 7	78	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	78	1		TrialProc
2	+	8	8	0	-2	2 + 8 = 8	78	1		TrialProc
9	-	2	5	0	-2	9 - 2 = 5	78	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	78	1		TrialProc
6	+	7	11	0	-2	6 + 7 = 11	78	1		TrialProc
6	+	2	6	0	-2	6 + 2 = 6	78	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	78	1		TrialProc
5	-	6	-1	1	0	5 - 6 = -1	78	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	78	1		TrialProc
2	+	3	4	0	-1	2 + 3 = 4	78	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	78	1		TrialProc
7	+	3	9	0	-1	7 + 3 = 9	78	1		TrialProc
5	+	8	13	1	0	5 + 8 = 13	78	1		TrialProc
5	-	3	1	0	-1	5 - 3 = 1	78	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	78	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	78	1		TrialProc
4	+	4	6	0	-2	4 + 4 = 6	78	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	78	1		TrialProc
7	+	6	11	0	-2	7 + 6 = 11	78	1		TrialProc
9	-	3	6	1	0	9 - 3 = 6	78	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	78	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	78	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	78	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	78	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	79	1		TrialProc
6	-	4	0	0	-2	6 - 4 = 0	79	1		TrialProc
2	-	7	-6	0	-1	2 - 7 = -6	79	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	79	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	79	1		TrialProc
8	+	4	10	0	-2	8 + 4 = 10	79	1		TrialProc
2	+	8	8	0	-2	2 + 8 = 8	79	1		TrialProc
2	+	7	9	1	0	2 + 7 = 9	79	1		TrialProc
4	-	7	-5	0	-2	4 - 7 = -5	79	1		TrialProc
3	-	4	-3	0	-2	3 - 4 = -3	79	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	79	1		TrialProc
5	-	2	3	1	0	5 - 2 = 3	79	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	79	1		TrialProc
4	-	4	-1	0	-1	4 - 4 = -1	79	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	79	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	79	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	79	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	79	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	79	1		TrialProc
8	-	8	0	1	0	8 - 8 = 0	79	1		TrialProc
4	+	9	12	0	-1	4 + 9 = 12	79	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	79	1		TrialProc
6	+	5	10	0	-1	6 + 5 = 10	79	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	79	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	79	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	79	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	79	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	79	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	79	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	79	1		TrialProc
8	+	8	15	0	-1	8 + 8 = 15	79	1		TrialProc
8	-	6	0	0	-2	8 - 6 = 0	79	1		TrialProc
8	+	9	15	0	-2	8 + 9 = 15	79	1		TrialProc
7	-	2	3	0	-2	7 - 2 = 3	79	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	79	1		TrialProc
4	+	8	12	1	0	4 + 8 = 12	79	1		TrialProc
2	-	5	-3	1	0	2 - 5 = -3	79	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	79	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	79	1		TrialProc
9	+	2	10	0	-1	9 + 2 = 10	79	1		TrialProc
6	-	4	0	0	-2	6 - 4 = 0	79	1		TrialProc
3	-	5	-3	0	-1	3 - 5 = -3	79	1		TrialProc
9	+	2	9	0	-2	9 + 2 = 9	79	1		TrialProc
4	-	8	-4	1	0	4 - 8 = -4	79	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	79	1		TrialProc
8	+	3	10	0	-1	8 + 3 = 10	79	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	79	1		TrialProc
2	+	7	9	1	0	2 + 7 = 9	79	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	79	1		TrialProc
8	-	4	2	0	-2	8 - 4 = 2	79	1		TrialProc
2	-	5	-3	1	0	2 - 5 = -3	79	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	79	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	79	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	79	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	79	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	79	1		TrialProc
6	-	5	-1	0	-2	6 - 5 = -1	79	1		TrialProc
9	+	4	13	1	0	9 + 4 = 13	79	1		TrialProc
5	+	2	5	0	-2	5 + 2 = 5	79	1		TrialProc
3	+	6	7	0	-2	3 + 6 = 7	79	1		TrialProc
4	-	8	-6	0	-2	4 - 8 = -6	80	1		TrialProc
5	-	9	-5	0	-1	5 - 9 = -5	80	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	80	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	80	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	80	1		TrialProc
5	-	5	-2	0	-2	5 - 5 = -2	80	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	80	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	80	1		TrialProc
3	-	2	1	1	0	3 - 2 = 1	80	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	80	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	80	1		TrialProc
8	-	4	2	0	-2	8 - 4 = 2	80	1		TrialProc
2	+	2	4	1	0	2 + 2 = 4	80	1		TrialProc
2	-	3	-2	0	-1	2 - 3 = -2	80	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	80	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	80	1		TrialProc
4	+	5	7	0	-2	4 + 5 = 7	80	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	80	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	80	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	80	1		TrialProc
9	+	6	14	0	-1	9 + 6 = 14	80	1		TrialProc
2	+	3	5	1	0	2 + 3 = 5	80	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	80	1		TrialProc
9	+	2	11	1	0	9 + 2 = 11	80	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	80	1		TrialProc
9	-	5	2	0	-2	9 - 5 = 2	80	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	80	1		TrialProc
5	+	6	9	0	-2	5 + 6 = 9	80	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	80	1		TrialProc
8	-	8	-2	0	-2	8 - 8 = -2	80	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	80	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	80	1		TrialProc
7	+	9	14	0	-2	7 + 9 = 14	80	1		TrialProc
9	+	7	15	0	-1	9 + 7 = 15	80	1		TrialProc
6	-	5	-1	0	-2	6 - 5 = -1	80	1		TrialProc
5	-	6	-1	1	0	5 - 6 = -1	80	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	80	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	80	1		TrialProc
8	+	5	12	0	-1	8 + 5 = 12	80	1		TrialProc
8	+	5	12	0	-1	8 + 5 = 12	80	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	80	1		TrialProc
9	+	8	17	1	0	9 + 8 = 17	80	1		TrialProc
5	+	3	7	0	-1	5 + 3 = 7	80	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	80	1		TrialProc
7	+	6	13	1	0	7 + 6 = 13	80	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	80	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	80	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	80	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	80	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	80	1		TrialProc
2	+	7	7	0	-2	2 + 7 = 7	80	1		TrialProc
4	-	7	-4	0	-1	4 - 7 = -4	80	1		TrialProc
5	-	3	1	0	-1	5 - 3 = 1	80	1		TrialProc
3	+	2	3	0	-2	3 + 2 = 3	80	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	80	1		TrialProc
2	-	2	-2	0	-2	2 - 2 = -2	80	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	80	1		TrialProc
6	-	7	-1	1	0	6 - 7 = -1	80	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	80	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	80	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	81	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	81	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	81	1		TrialProc
9	-	6	2	0	-1	9 - 6 = 2	81	1		TrialProc
3	-	2	0	0	-1	3 - 2 = 0	81	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	81	1		TrialProc
8	+	6	14	1	0	8 + 6 = 14	81	1		TrialProc
4	+	3	6	0	-1	4 + 3 = 6	81	1		TrialProc
9	+	8	15	0	-2	9 + 8 = 15	81	1		TrialProc
3	-	3	-1	0	-1	3 - 3 = -1	81	1		TrialProc
7	-	5	0	0	-2	7 - 5 = 0	81	1		TrialProc
4	+	9	13	1	0	4 + 9 = 13	81	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	81	1		TrialProc
2	-	7	-6	0	-1	2 - 7 = -6	81	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	81	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	81	1		TrialProc
4	-	8	-4	1	0	4 - 8 = -4	81	1		TrialProc
9	-	9	-1	0	-1	9 - 9 = -1	81	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	81	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	81	1		TrialProc
9	+	9	17	0	-1	9 + 9 = 17	81	1		TrialProc
4	-	4	-1	0	-1	4 - 4 = -1	81	1		TrialProc
3	+	3	4	0	-2	3 + 3 = 4	81	1		TrialProc
6	+	6	11	0	-1	6 + 6 = 11	81	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	81	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	81	1		TrialProc
7	+	7	14	1	0	7 + 7 = 14	81	1		TrialProc
4	+	7	11	1	0	4 + 7 = 11	81	1		TrialProc
5	-	6	-1	1	0	5 - 6 = -1	81	1		TrialProc
6	-	4	2	1	0	6 - 4 = 2	81	1		TrialProc
3	+	4	5	0	-2	3 + 4 = 5	81	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	81	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	81	1		TrialProc
7	-	9	-3	0	-1	7 - 9 = -3	81	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	81	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	81	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	81	1		TrialProc
2	-	9	-7	1	0	2 - 9 = -7	81	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	81	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	81	1		TrialProc
4	-	8	-4	1	0	4 - 8 = -4	81	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	81	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	81	1		TrialProc
6	-	3	1	0	-2	6 - 3 = 1	81	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	81	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	81	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	81	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	81	1		TrialProc
4	+	4	7	0	-1	4 + 4 = 7	81	1		TrialProc
8	-	8	-2	0	-2	8 - 8 = -2	81	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	81	1		TrialProc
8	+	4	11	0	-1	8 + 4 = 11	81	1		TrialProc
6	+	6	10	0	-2	6 + 6 = 10	81	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	81	1		TrialProc
8	+	7	14	0	-1	8 + 7 = 14	81	1		TrialProc
2	-	3	-3	0	-2	2 - 3 = -3	81	1		TrialProc
8	+	3	9	0	-2	8 + 3 = 9	81	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	81	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	81	1		TrialProc
3	-	8	-7	0	-2	3 - 8 = -7	81	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	82	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	82	1		TrialProc
5	+	5	10	1	0	5 + 5 = 10	82	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	82	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	82	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	82	1		TrialProc
7	+	7	12	0	-2	7 + 7 = 12	82	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	82	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	82	1		TrialProc
3	+	6	7	0	-2	3 + 6 = 7	82	1		TrialProc
5	+	6	9	0	-2	5 + 6 = 9	82	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	82	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	82	1		TrialProc
9	+	4	13	1	0	9 + 4 = 13	82	1		TrialProc
7	+	7	13	0	-1	7 + 7 = 13	82	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	82	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	82	1		TrialProc
8	+	3	10	0	-1	8 + 3 = 10	82	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	82	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	82	1		TrialProc
8	-	3	4	0	-1	8 - 3 = 4	82	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	82	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	82	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	82	1		TrialProc
8	-	3	4	0	-1	8 - 3 = 4	82	1		TrialProc
3	-	9	-7	0	-1	3 - 9 = -7	82	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	82	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	82	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	82	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	82	1		TrialProc
7	+	9	15	0	-1	7 + 9 = 15	82	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	82	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	82	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	82	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	82	1		TrialProc
9	+	3	10	0	-2	9 + 3 = 10	82	1		TrialProc
5	+	8	12	0	-1	5 + 8 = 12	82	1		TrialProc
4	+	2	4	0	-2	4 + 2 = 4	82	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	82	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	82	1		TrialProc
3	-	8	-7	0	-2	3 - 8 = -7	82	1		TrialProc
7	-	8	-3	0	-2	7 - 8 = -3	82	1		TrialProc
3	-	5	-3	0	-1	3 - 5 = -3	82	1		TrialProc
6	+	3	8	0	-1	6 + 3 = 8	82	1		TrialProc
7	+	8	13	0	-2	7 + 8 = 13	82	1		TrialProc
7	-	8	-1	1	0	7 - 8 = -1	82	1		TrialProc
8	-	5	1	0	-2	8 - 5 = 1	82	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	82	1		TrialProc
5	+	9	14	1	0	5 + 9 = 14	82	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	82	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	82	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	82	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	82	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	82	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	82	1		TrialProc
2	-	5	-3	1	0	2 - 5 = -3	82	1		TrialProc
5	+	6	11	1	0	5 + 6 = 11	82	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	82	1		TrialProc
3	-	9	-8	0	-2	3 - 9 = -8	82	1		TrialProc
9	-	4	4	0	-1	9 - 4 = 4	82	1		TrialProc
6	+	4	9	0	-1	6 + 4 = 9	83	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	83	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	83	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	83	1		TrialProc
5	-	6	-3	0	-2	5 - 6 = -3	83	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	83	1		TrialProc
9	+	7	15	0	-1	9 + 7 = 15	83	1		TrialProc
4	-	9	-7	0	-2	4 - 9 = -7	83	1		TrialProc
3	+	9	10	0	-2	3 + 9 = 10	83	1		TrialProc
6	+	6	10	0	-2	6 + 6 = 10	83	1		TrialProc
2	+	9	10	0	-1	2 + 9 = 10	83	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	83	1		TrialProc
6	+	4	9	0	-1	6 + 4 = 9	83	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	83	1		TrialProc
9	+	3	10	0	-2	9 + 3 = 10	83	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	83	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	83	1		TrialProc
8	+	5	12	0	-1	8 + 5 = 12	83	1		TrialProc
8	+	7	13	0	-2	8 + 7 = 13	83	1		TrialProc
5	-	5	0	1	0	5 - 5 = 0	83	1		TrialProc
3	-	7	-5	0	-1	3 - 7 = -5	83	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	83	1		TrialProc
6	+	3	8	0	-1	6 + 3 = 8	83	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	83	1		TrialProc
3	-	8	-6	0	-1	3 - 8 = -6	83	1		TrialProc
8	+	7	15	1	0	8 + 7 = 15	83	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	83	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	83	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	83	1		TrialProc
4	-	3	-1	0	-2	4 - 3 = -1	83	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	83	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	83	1		TrialProc
7	+	5	10	0	-2	7 + 5 = 10	83	1		TrialProc
2	-	7	-6	0	-1	2 - 7 = -6	83	1		TrialProc
8	-	4	2	0	-2	8 - 4 = 2	83	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	83	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	83	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	83	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	83	1		TrialProc
8	+	9	17	1	0	8 + 9 = 17	83	1		TrialProc
4	+	8	11	0	-1	4 + 8 = 11	83	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	83	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	83	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	83	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	83	1		TrialProc
4	-	9	-7	0	-2	4 - 9 = -7	83	1		TrialProc
8	-	8	-2	0	-2	8 - 8 = -2	83	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	83	1		TrialProc
3	-	2	-1	0	-2	3 - 2 = -1	83	1		TrialProc
8	-	8	-2	0	-2	8 - 8 = -2	83	1		TrialProc
6	-	9	-5	0	-2	6 - 9 = -5	83	1		TrialProc
8	+	9	17	1	0	8 + 9 = 17	83	1		TrialProc
8	-	9	-2	0	-1	8 - 9 = -2	83	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	83	1		TrialProc
2	+	6	7	0	-1	2 + 6 = 7	83	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	83	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	83	1		TrialProc
3	+	6	7	0	-2	3 + 6 = 7	83	1		TrialProc
5	-	3	1	0	-1	5 - 3 = 1	83	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	83	1		TrialProc
5	-	4	-1	0	-2	5 - 4 = -1	84	1		TrialProc
5	-	6	-3	0	-2	5 - 6 = -3	84	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	84	1		TrialProc
2	+	8	8	0	-2	2 + 8 = 8	84	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	84	1		TrialProc
5	+	6	9	0	-2	5 + 6 = 9	84	1		TrialProc
4	+	2	6	1	0	4 + 2 = 6	84	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	84	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	84	1		TrialProc
2	+	3	3	0	-2	2 + 3 = 3	84	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	84	1		TrialProc
9	-	2	6	0	-1	9 - 2 = 6	84	1		TrialProc
2	+	6	8	1	0	2 + 6 = 8	84	1		TrialProc
9	+	6	13	0	-2	9 + 6 = 13	84	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	84	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	84	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	84	1		TrialProc
3	+	9	12	1	0	3 + 9 = 12	84	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	84	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	84	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	84	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	84	1		TrialProc
2	+	3	4	0	-1	2 + 3 = 4	84	1		TrialProc
6	+	4	8	0	-2	6 + 4 = 8	84	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	84	1		TrialProc
8	+	7	14	0	-1	8 + 7 = 14	84	1		TrialProc
8	-	6	1	0	-1	8 - 6 = 1	84	1		TrialProc
5	-	3	1	0	-1	5 - 3 = 1	84	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	84	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	84	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	84	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	84	1		TrialProc
5	-	2	3	1	0	5 - 2 = 3	84	1		TrialProc
4	-	9	-7	0	-2	4 - 9 = -7	84	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	84	1		TrialProc
3	-	3	-1	0	-1	3 - 3 = -1	84	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	84	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	84	1		TrialProc
5	-	7	-2	1	0	5 - 7 = -2	84	1		TrialProc
7	+	6	11	0	-2	7 + 6 = 11	84	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	84	1		TrialProc
8	-	8	-1	0	-1	8 - 8 = -1	84	1		TrialProc
5	+	3	8	1	0	5 + 3 = 8	84	1		TrialProc
7	-	9	-3	0	-1	7 - 9 = -3	84	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	84	1		TrialProc
8	-	5	2	0	-1	8 - 5 = 2	84	1		TrialProc
7	-	2	4	0	-1	7 - 2 = 4	84	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	84	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	84	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	84	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	84	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	84	1		TrialProc
2	+	9	10	0	-1	2 + 9 = 10	84	1		TrialProc
6	+	7	11	0	-2	6 + 7 = 11	84	1		TrialProc
6	-	4	0	0	-2	6 - 4 = 0	84	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	84	1		TrialProc
3	-	9	-8	0	-2	3 - 9 = -8	84	1		TrialProc
3	+	9	10	0	-2	3 + 9 = 10	84	1		TrialProc
9	+	2	10	0	-1	9 + 2 = 10	84	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	84	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	85	1		TrialProc
2	+	9	10	0	-1	2 + 9 = 10	85	1		TrialProc
4	-	9	-6	0	-1	4 - 9 = -6	85	1		TrialProc
9	+	8	17	1	0	9 + 8 = 17	85	1		TrialProc
2	+	6	8	1	0	2 + 6 = 8	85	1		TrialProc
